BBOL.r,BBOL.r,ID#,Player Name,Bat Pow,Bat Con,Run,Speed,Arm Str,Arm Acc,Eye,Height,Coord,Attn,Aggr,Stamina,Int,Heat,S.Ball,L.Hook,R.Hook,C.Screw,Zig-Zag,B.Freeze,Fireball,Spitball,C.Ball,Slo-mo,Elevator,Bats,Throws,Gender,B-Day Month,B-Day Day,Nickname,,Offense,Speed,Defense,Pitching,Pitching (Cal),Best Position,OF,3B,SS/2B,1B,C,,Heat,,,,,H,S.Ball,,,,,S,L.Hook,,,,,L,R.Hook,,,,,R,Description of the Player,Pitching Type,B,R,P,F
241,TAKEN,230,Umberto Anders,50,58,13,3,50,60,19,2,90,20,29,3,2,60,86,70,88,80,34,36,12,0,0,29,15,Right,Right,Boy,,,,,20,21,4,83,83,P,1,5,6,3,42,,-36,4,9,150,46,23.1,-62,2,31,27,90.3,72.3,-46,2,23,87,68.8,55.1,-64,2,32,25,91.0,72.8,"Extremely good pitcher, mediocre hitter, bottom tier fielder, awful stamina, min speed",,5,2,7,7
242,242,198,Cameron Haines,16,17,59,5,62,51,78,2,10,98,23,27,15,53,60,75,12,0,53,0,80,12,12,77,0,Right,Right,Boy,,,,,5,46,42,61,61,2B / 3B,38,42,48,39,56,,-29,3,10,144,48,38.7,-36,2,18,99,64.5,51.6,-51,2,26,59,78.9,63.1,12,2,0,279,0.0,0.0,"Lackluster fielder, atrocious hitter, decent relief pitcher",,1,6,4,2
243,243,213,Peter Levine,65,21,18,3,60,75,37,2,80,93,70,43,43,100,56,74,48,0,75,15,33,0,15,50,0,Right,Right,Boy,,,,,17,21,14,69,69,P,3,16,19,16,51,,-76,3,26,22,92,73.7,-32,2,16,108,61.3,49.0,-50,2,25,77,72.4,57.9,-24,2,12,141,49.5,39.6,"Good pitcher, okay power but still poor offensively, awful fielder, min speed",,5,2,8,8
244,244,74,Hannah Peavy,38,96,44,5,48,19,49,2,90,100,82,1,36,41,14,48,19,78,86,81,0,91,70,70,100,Right,Right,Girl,,,,,19,46,34,21,21,2B,34,28,31,41,45,,-17,4,5,177,37,18.3,10,2,0,279,0.0,0.0,-24,2,12,155,44.4,35.6,5,2,0,279,0.0,0.0,"Poor defender, okay contact hitter but lacks any speed or power",,9,5,1,7
244,244,124,Eric Lebeaux,38,96,44,5,48,19,49,2,90,100,82,1,36,41,14,48,19,78,78,86,81,0,91,70,100,Right,Right,Boy,,,,,19,46,34,21,21,2B,34,28,31,41,45,,-17,4,5,177,37,18.3,10,2,0,279,0.0,0.0,-24,2,12,155,44.4,35.6,5,2,0,279,0.0,0.0,"Poor defender, okay contact hitter but lacks any speed or power",,9,5,1,7
246,246,196,Buddy Martin,35,26,34,4,78,60,79,2,50,35,42,63,34,74,48,27,45,52,38,23,49,78,78,0,0,Right,Right,Boy,,,,,5,32,32,53,53,3B / SS,26,40,43,18,68,,-50,3,17,78,72,57.6,-24,2,12,128,54.1,43.3,-3,2,2,212,24.0,19.2,-21,2,11,151,45.9,36.7,"Decent arm but still lackluster fielder, okay relief pitcher, atrocious hitter",,2,4,6,6
247,247,220,Walter Hall,50,58,13,3,28,60,63,2,20,20,55,100,90,25,29,93,22,80,34,36,12,0,0,29,15,Right,Right,Boy,,,,,20,21,2,51,51,P,2,2,2,0,29,,-1,2,1,217,22,22.2,-5,1,5,186,33.3,33.3,-69,1,69,4,98.6,98.6,2,1,0,279,0.0,0.0,"Has one extremely good pitch (left hook), bottom tier fielder, mediore hitter, min speed",,5,2,7,2
248,248,203,Guiseppe Pachasa,26,95,56,5,18,23,68,2,20,96,4,37,2,12,80,28,50,50,79,0,0,54,0,0,0,Left,Left,Boy,,,,,10,46,21,54,54,P,29,14,13,29,27,,12,3,0,279,0,0.0,-56,2,28,44,84.2,67.4,-4,2,2,212,24.0,19.2,-26,2,13,127,54.5,43.6,"Can sort of relief pitch, not good at anything else",,8,6,4,1
249,249,174,Gloria Keitel,64,24,11,3,54,88,19,2,100,49,17,82,54,60,75,12,0,0,75,15,33,0,15,50,0,Right,Right,Girl,,,,,17,21,12,42,53,2B,3,11,13,6,47,,-36,3,12,126,55,43.9,-51,2,26,47,83.2,66.5,12,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,"Has some kind of pop, awful at everything else, min speed",,5,2,5,9
250,250,167,Dana Sekula,53,16,22,4,38,61,75,2,40,53,61,71,1,62,20,23,38,89,0,31,41,0,0,0,27,Left,Left,Girl,,,,,19,32,12,29,29,2B,15,10,12,12,38,,-38,3,13,115,59,47.0,4,2,0,279,0.0,0.0,1,2,0,279,0.0,0.0,-14,2,7,166,40.5,32.4,"Can hit to the outfield, awful fielder",,3,3,4,4
250.1,TAKEN,16.1,Ronny (w/ Sally),56,14,20,4,48,38,15,1,20,15,41,42,50,62,26,44,38,39,0,65,0,70,73,0,0,Right,Right,Boy,Aug,10,Spud,,19,32,3,41,41,2B / C,4,0,4,0,42,,-38,3,13,115,59,47.0,-2,2,1,215,22.9,18.4,-20,2,10,176,36.9,29.5,-14,2,7,166,40.5,32.4,Not considered worthwhile since Ronny Dobbs becomes totally useless with Sally,,4,3,4,1
251,251,191,Victoria Shamberg,34,23,56,5,24,26,48,2,20,27,91,29,32,70,35,44,0,27,0,0,0,50,37,56,50,Left,Left,Girl,,,,,16,46,16,43,43,2B,26,10,9,17,29,,-46,3,16,91,67,53.9,-11,2,6,175,37.3,29.8,-20,2,10,176,36.9,29.5,24,2,0,279,0.0,0.0,"Isn't one of the slowest players in the game, mediocre relief pitcher",,2,6,3,1
252,252,186,Samantha Winslow,30,80,37,4,48,78,62,2,90,68,10,10,85,41,29,71,52,43,0,33,33,56,0,47,67,Right,Right,Girl,,,,,12,32,17,52,53,2B,17,16,16,20,45,,-17,4,5,177,37,18.3,-5,2,3,197,29.4,23.5,-47,2,24,83,70.3,56.2,-28,2,14,120,57.0,45.6,Decent relief pitcher,,7,4,3,9
253,253,223,Kendra Yarbrough,65,21,18,3,20,75,79,2,10,93,90,87,20,74,48,27,45,0,75,15,33,0,15,50,0,Right,Right,Girl,,,,,17,21,3,64,64,P,3,1,2,4,24,,-50,2,25,24,91,91.4,-24,2,12,128,54.1,43.3,-3,2,2,212,24.0,19.2,-21,2,11,151,45.9,36.7,"Has some kind of pop, bottom tier fielder, good relief pitcher, min speed",,5,2,7,2
254,254,108,Vanna Steinman,36,61,26,4,30,30,76,2,90,58,72,12,82,12,100,56,27,28,87,35,0,0,45,75,12,Right,Right,Girl,,,,,11,32,11,59,59,P,12,9,10,14,33,,12,4,0,279,0,0.0,-76,2,38,15,94.6,75.7,-32,2,16,131,53.0,42.4,-3,2,2,195,30.1,24.1,"Okay relief pitcher, bad at everything else",,5,3,3,7
254,254,158,Vladimir Womak,36,61,26,4,30,30,76,2,90,58,72,12,82,12,100,56,27,28,87,35,0,45,45,75,12,Right,Right,Boy,,,,,11,32,11,59,59,P,12,9,10,14,33,,12,4,0,279,0,0.0,-76,2,38,15,94.6,75.7,-32,2,16,131,53.0,42.4,-3,2,2,195,30.1,24.1,"Okay relief pitcher, bad at everything else",,5,3,3,7
256,256,165,Clair Nelson,43,22,38,4,36,70,2,2,10,44,65,67,23,28,50,60,56,0,63,61,0,100,18,18,0,Right,Right,Girl,,,,,12,32,7,57,57,P,4,8,9,8,35,,-4,3,2,208,25,20.4,-26,2,13,123,55.9,44.7,-36,2,18,115,58.8,47.0,-32,2,16,119,57.3,45.9,"Okay relief pitcher, bad at everything else",,3,4,6,1
257,257,199,Chandler Huggins,39,58,20,4,40,61,76,2,100,6,11,43,87,62,6,8,56,37,56,50,0,78,78,80,0,Right,Right,Boy,,,,,11,32,11,35,35,2B / P,18,9,9,6,37,,-38,3,13,115,59,47.0,18,2,0,279,0.0,0.0,16,2,0,279,0.0,0.0,-32,2,16,119,57.3,45.9,"Isn't min speed, bad at almost everything else",,5,3,3,9
258,258,83,Katie Shankar,25,27,36,4,26,15,29,2,90,50,23,78,70,16,33,93,0,0,0,0,0,33,58,58,59,Right,Right,Girl,,,,,4,32,7,42,42,P,7,6,6,10,30,,8,3,0,279,0,0.0,-9,2,5,186,33.3,26.7,-69,2,35,19,93.2,74.6,24,2,0,279,0.0,0.0,"Has one good pitch, bad at everything else",,1,4,5,6
258,258,133,Ibrahim Mohamed,25,27,36,4,26,15,29,2,90,50,23,78,70,16,33,93,0,0,0,0,0,0,33,58,59,Right,Right,Boy,,,,,4,32,7,42,42,P,7,6,6,10,30,,8,3,0,279,0,0.0,-9,2,5,186,33.3,26.7,-69,2,35,19,93.2,74.6,24,2,0,279,0.0,0.0,"Has one good pitch, bad at everything else",,1,4,5,6
260,260,221,Wayne Pitman,22,51,7,3,16,36,60,2,40,63,54,2,12,85,22,68,45,15,12,0,78,26,26,62,0,Left,Left,Boy,,,,,3,21,1,48,48,P,1,0,0,3,20,,-61,4,16,91,67,33.7,2,2,0,279,0.0,0.0,-44,2,22,102,63.4,50.8,-21,2,11,151,45.9,36.7,"Okay relief pitcher, tied worst fielder in the game, min speed",,3,1,4,3
261,261,178,Katelyn Cain,27,57,9,3,10,81,58,2,90,29,21,75,10,0,45,38,72,0,0,0,64,86,15,12,0,Right,Right,Girl,,,,,2,21,1,49,49,P,1,0,0,1,20,,24,3,0,279,0,0.0,-21,2,11,142,49.1,39.3,-14,2,7,191,31.5,25.2,-48,2,24,93,66.7,53.3,"Okay relief pitcher, tied worst fielder in the game, min speed",,4,1,5,8
262,262,204,Ivan King,21,16,2,3,30,17,38,2,10,39,49,3,21,48,100,8,10,0,63,61,0,100,18,18,0,Right,Right,Boy,,,,,1,21,2,38,38,P,1,3,3,1,29,,-24,4,6,166,41,20.3,-76,2,38,15,94.6,75.7,16,2,0,279,0.0,0.0,14,2,0,279,0.0,0.0,"Has one good pitch, bottom tier fielder, min speed",,1,1,2,1
263,263,214,Quentin Driver,25,27,4,3,34,24,1,2,60,6,23,1,94,74,22,0,50,19,23,90,0,82,0,0,45,Right,Right,Boy,,,,,1,21,2,28,28,2B,1,3,3,0,31,,-50,4,13,115,59,29.4,2,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,-26,2,13,127,54.5,43.6,"Not the worst at any individual thing but is the worst overall player, min speed",,1,1,1,3
